ModuleName,ARITLSHIFT,ARITLSHIFT_PORT_NUM,ARITLSHIFT_PORT_WIDTH,ARITLSHIFT_VALUE,ARITRSHIFT,ARITRSHIFT_PORT_NUM,ARITRSHIFT_PORT_WIDTH,ARITRSHIFT_VALUE,AlwaysConstructs,AssignLHSPortNum,AssignLHSWidth,AssignRHSPortNum,AssignRHSWidth,AssignStmts,BLOCKINGASSIGN,BlockAssign_Left_PortNum,BlockAssign_Left_Width,BlockAssign_Right_PortNum,BlockAssign_Right_Width,CASECONDITIONNUM,CASECONDITIONWIDTH,CASEITEMCONDITIONNUM,CASEITEMCONDITIOWIDTH,CASEITEMNUM,CONDITIONALELSE,CONDITIONALIF,CONDITIONALIFWIDTH,CONDITIONALTHEN,FORBLOCK,FORTIMES,FUNCTIONCALL,FUNCTIONNUM,INDEXMEMRORY,INOUT,INOUTWIDTH,INPUT,INPUTWIDTH,MIN,ModuleInsts,NonBlockLeftWidth,NonBlockRightWidth,NonBlockingAssign,NonBlockingLeftPortNum,NonBlockingRightPortNum,OUTPUT,OUTPUTWIDTH,PARAMETERNUM,PARAMETERVALUE,PLUS,QUESTIONCOLON,QUESTIONCOLONELSE,QUESTIONCOLONIF,QUESTIONCOLONTHEN,REDAND,REDAOR,REDXOR,REG,REGWIDTH,UnaryOperator,WIRENUM,WIREWIDTH,LUT,FF,IO,BUFG
cla_full_adder,0,0,0,0,0,0,0,0,0,3,3,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,,,
clk_div16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,2,2,0,0,12,2,6,6,5,1,1,0,0,1,0,0,0,0,1,0,0,2,4,0,0,0,3,,,
clk_div3,0,0,0,0,0,0,0,0,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,4,4,2,4,0,0,0,0,0,0,0,2,2,0,0,18,4,12,12,10,1,1,0,0,2,0,0,0,0,2,1,0,4,6,0,0,0,6,,,
clk_syn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,3,0,0,4,2,4,4,5,1,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,#N/A,,,
clock,0,0,0,0,0,0,0,0,17,8,8,19,21,8,0,0,0,0,0,2,4,2,0,6,26,27,8,27,0,0,0,0,0,0,0,5,5,0,0,258,64,79,90,80,7,28,0,0,16,1,1,1,1,40,8,1,32,99,0,6,6,95,,,
cmp,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,4,66,0,0,5,0,5,5,5,1,1,1,32,0,0,0,0,0,1,0,0,2,2,0,0,0,13,,,
code_83,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,
compile,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
control,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,25,0,31,38,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,
count,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,24,1,8,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,9,,,
count10,0,0,0,0,0,0,0,0,1,1,1,2,0,1,3,3,12,2,0,0,0,0,0,0,2,3,2,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,5,0,0,1,1,1,1,1,1,0,0,1,4,0,0,0,#N/A,,,
count4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,0,0,8,0,2,2,1,1,4,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,2,,,
count4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,0,0,8,0,2,2,1,1,4,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,2,,,
count60,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,5,3,5,0,0,0,0,0,0,0,5,12,0,0,32,8,6,6,8,2,9,0,0,2,1,1,1,1,2,0,0,1,8,0,0,0,11,,,
count,0,0,0,0,0,0,0,0,1,1,1,2,0,1,3,3,12,1,4,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,2,5,0,0,1,1,1,1,1,0,0,0,1,4,0,0,0,9,,,
cpu_mod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0,0,0,0,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,
crc,0,0,0,0,0,0,0,0,1,16,16,0,0,16,0,0,0,0,0,0,0,0,0,0,3,4,2,4,0,0,0,0,0,0,0,6,13,0,0,96,24,8,8,179,2,24,0,0,0,0,0,0,0,2,0,56,2,24,0,1,16,25,,,
