ModuleName,AlwaysConstructs,AssignLHSPortNum,AssignLHSWidth,AssignRHSPortNum,AssignRHSWidth,AssignStmts,BLOCKINGASSIGN,CASECONDITIONNUM,CASECONDITIONWIDTH,CASEITEMCONDITIONNUM,CASEITEMCONDITIOWIDTH,CASEITEMNUM,CONDITIONALELSE,CONDITIONALIF,CONDITIONALTHEN,FORBLOCK,FORTIMES,INDEXMEMRORY,INOUT,INOUTWIDTH,INPUT,INPUTWIDTH,MIN,ModuleInsts,NonBlockingAssign,NonBlockingLeftPortNum,NonBlockingRightPortNum,OUTPUT,OUTPUTWIDTH,PARAMETERNUM,PARAMETERVALUE,QUESTIONCOLON,QUESTIONCOLONELSE,QUESTIONCOLONIF,QUESTIONCOLONTHEN,REDAND,REDAOR,REDXOR,REG,REGWIDTH,WIRENUM,WIREWIDTH,LUT,FF,IO,BUFG
tri_2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,3,0
Uart_Bps_Module,4,0,0,0,0,0,4,0,0,0,0,0,4,4,4,0,0,0,0,0,3,3,0,0,4,4,2,1,1,2,0,0,0,0,0,0,0,0,4,26,0,0,17,14,4,1
Uart_Rx_Module,10,2,2,3,1,2,10,0,0,0,0,0,12,12,12,0,0,0,0,0,4,4,0,0,12,12,6,2,9,0,0,1,1,1,1,0,0,0,10,42,2,3,7,24,13,1
Uart_Tx_Module,10,2,2,3,1,2,20,1,4,0,0,11,12,12,12,0,0,0,0,0,5,12,0,0,12,12,6,2,2,0,0,1,1,1,1,0,0,0,10,26,2,3,10,17,14,1
updown_count,1,1,8,1,8,1,4,0,0,0,0,0,3,3,3,0,0,0,0,0,5,12,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,8,0,0,11,8,20,1
VERIFIC_BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A
voter7,1,0,0,0,0,0,3,0,0,0,0,0,1,1,1,1,6,0,0,0,1,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,8,0
a429_rx_iface,2,0,0,0,0,0,0,1,2,3,3,4,7,9,9,0,0,0,0,0,7,8,3,0,30,30,14,2,33,0,0,0,0,0,0,0,0,1,6,48,5,29,42,93,39,1
a429_tx_iface,3,3,3,4,5,3,0,1,1,3,3,4,9,10,10,0,0,0,0,0,8,46,3,0,25,25,7,3,3,0,0,2,2,2,2,1,0,0,6,54,5,50,74,56,47,2
ahb,2,43,43,24,24,43,18,5,5,0,0,6,1,1,1,0,0,0,0,0,22,220,0,0,10,10,13,32,336,0,0,0,0,0,0,45,0,0,8,34,65,575,88,4,556,1
ahb_fifo_counter,2,2,2,1,1,2,0,0,0,0,0,0,4,4,4,0,0,0,0,0,4,35,1,0,6,10,5,1,1,0,0,0,0,0,0,2,0,0,2,32,6,37,91,33,36,1
ahb_fifo_entry,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,4,58,0,0,3,6,4,1,55,0,0,0,0,0,0,0,0,0,1,55,4,58,47,45,113,1
ahb_master,6,5,67,17,71,6,1,0,0,0,0,0,11,14,14,0,0,0,0,0,43,767,0,0,49,66,10,11,140,2,64,0,0,0,0,2,1,0,28,467,22,112,3770,345,281,1
alu_dut,1,4,4,2,34,4,10,1,1,0,0,4,4,4,4,0,0,0,0,0,3,18,0,0,0,0,0,4,19,1,16,0,0,0,0,0,0,0,2,33,0,0,54,1,53,1
apb_bridge,9,21,21,46,77,21,19,9,11,5,5,14,22,22,22,0,0,0,0,0,14,324,0,0,32,44,22,15,109,5,0,0,0,0,0,44,0,0,11,134,35,346,170,104,433,1
bin2bcd,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,-3,0,0,0,1,4,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,12,0
clk_aligner,9,4,4,5,5,4,57,4,10,8,8,30,8,12,12,0,0,0,0,0,25,38,0,2,8,14,8,6,37,4,0,0,0,0,0,4,0,0,12,42,31,46,22,11,75,1
clk_divider,19,22,22,26,26,22,35,5,7,12,12,14,20,27,27,0,0,0,0,0,2,2,0,0,30,40,8,16,16,13,0,0,0,0,0,10,0,3,22,14,24,24,15,22,18,1
convround,1,5,5,0,0,5,0,0,0,0,0,0,3,4,4,0,0,0,0,0,3,16,0,0,4,4,4,1,8,3,24,0,0,0,0,0,0,0,0,0,5,18,8,16,4,0
counter,1,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,2,4,6,1
dmx_dpram,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,7,37,0,0,4,6,6,2,16,2,17,0,0,0,0,0,0,0,1,8,0,0,7462,4112,53,1
dmx_rx,10,1,1,1,1,1,50,1,4,14,14,14,8,27,27,0,0,0,0,0,6,50,4,1,17,18,8,1,32,19,100009399,1,1,1,1,0,0,0,18,50,3,10,134,141,48,1
dmx_tx,8,5,5,7,46,5,66,2,9,36,36,37,8,17,17,0,0,0,0,0,6,50,3,1,36,36,22,2,33,39,100000400,2,2,2,2,3,0,0,18,77,5,51,66,66,59,1
D_FlipFlop,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,0,0,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1
equivalence_resolver,2,7,7,10,18,7,64,4,4,4,0,8,4,8,8,0,0,0,0,0,15,121,0,0,7,7,1,18,106,2,47,0,0,0,0,7,1,0,4,18,2,2,78,19,232,1
err_gen,1,2,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,11,81,0,0,3,3,0,3,35,0,0,0,0,0,0,0,0,0,1,0,5,37,2,1,38,1
feature_accumulator,2,8,8,16,100,8,0,0,0,0,0,0,5,7,7,0,0,0,0,0,7,44,0,0,9,9,4,1,38,10,2622,8,8,8,8,0,0,0,2,18,8,24,130,54,82,1
fht,4,1,1,0,0,1,8,1,2,0,0,4,4,5,5,0,0,0,0,0,3,10,4,0,11,11,20,1,8,0,0,0,0,0,0,0,0,0,12,82,4,11,14,30,18,1
fht_bfly,2,2,18,0,0,2,0,0,0,0,0,0,2,4,4,0,0,0,0,0,13,48,0,0,4,4,2,2,18,1,8,0,0,0,0,0,0,0,11,49,0,0,20,16,37,1
fht_bfly_noFF,0,2,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,45,0,0,0,0,0,2,18,1,8,0,0,0,0,0,0,0,9,33,0,0,19,0,34,0
flush_sync,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,0,0,4,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,1
gng_coef,2,0,0,0,0,0,249,1,1,0,0,249,0,0,0,0,0,0,0,0,2,9,0,0,3,3,6,3,53,0,0,0,0,0,0,0,0,0,1,53,0,0,200,53,62,1
gng_ctg,3,3,3,3,132,3,0,0,0,0,0,0,3,4,4,0,0,0,0,0,3,3,0,0,10,10,13,2,65,3,0,0,0,0,0,0,0,5,3,192,3,66,101,241,68,1
gng_lzd,0,127,127,126,2,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,248,1,6,0,0,31,31,31,31,0,62,0,0,0,12,147,51,0,67,0
gng_smul_16_18,2,1,1,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0,0,3,3,2,1,34,0,0,0,0,0,0,0,0,0,3,68,0,0,0,0,69,1
gpio_apbif,24,9,9,0,0,9,46,1,5,0,0,12,16,30,30,0,0,0,0,0,10,66,0,0,29,47,27,10,97,0,0,0,0,0,0,0,0,0,32,772,19,131,49,64,139,1
gpio_ctrl,14,8,8,2,9,8,11,0,0,0,0,0,5,5,5,7,56,0,0,0,13,76,0,0,9,16,7,8,50,0,0,0,0,0,0,1,0,1,22,104,21,126,48,33,126,2
holes_filler,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,0,0,4,4,4,2,1,0,0,1,1,1,1,0,0,0,3,0,0,0,1,4,6,1
ima_adpcm_dec,5,5,5,0,0,5,0,2,10,0,0,98,13,14,14,0,0,0,0,0,7,31,1,0,119,119,7,3,18,0,0,1,1,1,1,0,0,0,7,62,4,64,123,51,49,1
ima_adpcm_enc,6,3,24,1,7,3,0,3,7,0,0,105,14,15,15,0,0,0,0,0,4,19,4,0,144,154,7,5,29,0,0,0,0,0,0,0,0,0,12,116,1,8,220,85,48,1
mealy_seq_detect,2,0,0,0,0,0,12,1,2,3,3,4,4,4,4,0,0,0,0,0,3,3,0,0,2,2,2,1,1,3,0,0,0,0,0,0,0,0,2,4,0,0,3,2,4,1
mealy_seq_detect_2,2,0,0,0,0,0,14,1,2,3,3,4,4,4,4,0,0,0,0,0,3,3,0,0,2,2,2,1,1,3,0,0,0,0,0,0,0,0,2,4,0,0,3,2,4,1
memory,2,0,0,0,0,0,0,0,0,0,0,0,6,8,8,2,44030392,0,0,0,10,42,0,0,6,7,11,1,32,3,168,0,0,0,0,0,0,0,2,32,0,0,1381,4192,85,2
pmu,11,23,23,33,33,23,26,2,6,13,13,13,25,30,30,0,0,0,0,0,18,61,1,4,21,32,37,7,38,13,0,0,0,0,0,44,0,0,12,140,45,88,90,117,99,2
px_had_sync,3,1,1,1,1,1,0,0,0,0,0,0,3,3,3,0,0,0,0,0,5,5,0,0,8,8,4,1,1,0,0,0,0,0,0,1,0,0,4,0,6,6,3,4,6,2
qadd,1,1,1,1,32,1,10,0,0,0,0,0,5,5,5,0,0,0,0,0,2,64,0,0,0,0,0,1,32,2,47,0,0,0,0,0,0,0,1,32,0,0,157,16,96,0
read_sync,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,4,10,0,0,6,6,2,1,9,1,8,0,0,0,0,0,0,0,1,9,0,0,10,18,21,1
registerInterface,2,0,0,0,0,0,0,2,9,0,0,13,0,1,1,0,0,0,0,0,8,50,0,0,13,13,12,5,40,0,0,0,0,0,0,0,0,0,5,40,0,0,22,40,90,1
RFSM,2,4,4,3,3,4,10,2,3,6,6,8,7,7,7,0,0,0,0,0,5,10,1,0,22,19,6,4,18,2,136,0,0,0,0,3,0,1,3,13,3,11,32,20,32,1
row_buf,1,2,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,0,2,4,3,2,2,1,640,0,0,0,0,0,0,0,1,640,0,0,20,3,5,1
signed_mult_const_asic,1,4,12,2,16,4,0,0,0,0,0,0,1,2,2,0,0,0,0,0,4,11,0,0,2,2,1,1,9,2,8,2,2,2,2,0,0,0,1,8,3,32,34,8,20,1
signed_mult_const_fpga,1,1,9,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,4,11,0,0,2,2,1,1,9,2,8,0,0,0,0,0,0,0,1,8,1,25,1,0,20,1
smpu_comp_hit,1,3,3,0,0,3,4,1,4,0,0,4,0,0,0,0,0,0,0,0,4,100,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,1,23,7,103,18,0,54,0
smpu_top,2,2,2,6,6,2,0,2,4,0,0,7,1,3,3,0,0,0,0,0,9,75,0,3,10,17,12,2,33,0,0,0,0,0,0,4,0,0,4,128,17,83,38,128,108,1
soc_fpga_ram,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,6,0,0,2,3,3,1,2,3,8,0,0,0,0,0,0,0,2,4,0,0,3,2,8,1
soc_gated_clk_cell,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
spi_master,5,5,12,5,16,5,1,2,4,2,2,10,11,19,19,0,0,0,1,8,9,12,2,0,55,55,15,6,4,4,16,3,3,3,3,0,0,1,17,61,0,0,48,62,26,3
sync,2,2,2,2,2,2,0,0,0,0,0,0,3,4,4,0,0,0,0,0,4,4,0,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,2,0,6,6,2,2,5,2
table_ram,1,1,8,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,5,30,0,0,0,0,0,1,8,2,18,0,0,0,0,0,0,0,2,18,0,0,0,0,38,1
table_reader,2,7,60,13,119,7,0,0,0,0,0,0,3,8,8,0,0,0,0,0,18,140,0,0,20,20,8,11,110,2,47,4,4,4,4,3,0,0,3,56,1,1,127,85,252,1
tap2_sm,7,10,10,7,7,10,16,1,4,9,9,10,19,19,19,0,0,0,0,0,4,4,3,0,22,38,23,1,1,9,0,0,0,0,0,8,0,0,8,27,14,14,2,1,4,1
uart_apb_reg,17,30,30,39,67,30,22,4,18,6,6,22,21,33,33,0,0,0,0,0,17,89,0,0,37,53,30,14,70,9,0,1,1,1,1,32,0,0,18,53,47,194,54,51,109,1
uart_baud_gen,3,5,5,6,2,5,5,2,3,0,0,5,6,6,6,0,0,0,0,0,4,19,0,0,8,16,4,2,2,0,0,2,2,2,2,1,0,0,3,20,9,24,35,20,21,1
uart_ctrl,6,27,27,36,36,27,10,5,6,0,0,10,4,4,4,0,0,0,0,0,22,54,0,0,8,8,6,22,56,0,0,0,0,0,0,17,0,0,6,12,49,105,20,4,110,1
uart_receive,9,11,11,9,9,11,12,1,6,6,6,7,22,32,32,0,0,0,0,0,9,10,0,0,30,41,24,5,12,6,0,0,0,0,0,13,2,1,11,27,20,28,33,27,22,1
uart_trans,7,8,8,4,4,8,15,1,5,5,5,6,14,25,25,0,0,0,0,0,9,17,0,0,17,25,11,4,4,5,0,0,0,0,0,5,0,1,8,21,17,25,23,19,21,1
up_down_counter,1,1,1,1,4,1,0,0,0,0,0,0,8,9,9,0,0,0,0,0,4,1,1,0,9,9,2,1,4,0,0,0,0,0,0,0,0,0,1,4,0,0,2,4,8,1
WFSM,2,4,4,3,3,4,11,2,3,6,6,8,8,8,8,0,0,0,0,0,5,10,3,0,21,19,10,4,18,2,136,0,0,0,0,5,0,1,3,13,3,11,38,21,31,1
wic,3,2,2,3,3,2,0,0,0,0,0,0,6,8,8,0,0,0,0,0,9,9,0,0,9,9,3,2,2,0,0,0,0,0,0,3,0,0,3,0,11,11,3,3,11,1
window,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1
write_sync,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,4,10,0,0,6,6,2,1,9,1,8,0,0,0,0,0,0,0,1,9,0,0,10,18,21,1
